Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-10 08:46:55,VISITOR_1,Visitor 1,VISITOR,NEW_VISITOR,0.0
2025-04-10 08:47:06,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.7856463
2025-04-10 08:47:24,VISITOR_2,Visitor 2,VISITOR,NEW_VISITOR,0.0
2025-04-10 08:47:43,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.70430386
2025-04-10 08:47:43,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.79670763
