Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 09:37:28,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.8260385
2025-04-11 09:37:29,VISITOR_1,Visitor 1,VISITOR,RECOGNIZED,0.9218657
2025-04-11 09:38:36,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.7825137
