Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 09:40:28,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.79857355
2025-04-11 09:40:29,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.84746814
