Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 08:26:47,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.8431039
2025-04-11 08:26:54,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.8138696
2025-04-11 08:26:54,VISITOR_2,Visitor 2,VISITOR,RECOGNIZED,0.854267
2025-04-11 08:27:48,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.7573493
