Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-10 09:20:34,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.81821954
2025-04-10 09:20:37,VISITOR_2,Visitor 2,VISITOR,RECOGNIZED,0.8597935
2025-04-10 09:20:49,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.8346007
2025-04-10 09:22:08,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.8032991
