Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 08:58:57,VISITOR_1,Visitor 1,VISITOR,RECOGNIZED,0.8864258
2025-04-11 08:59:02,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.8307346
