Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 10:06:58,VISITOR_2,Visitor 2,VISITOR,RECOGNIZED,0.8640753
2025-04-11 10:06:59,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.82823414
