Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 09:21:43,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.83732605
2025-04-11 09:21:44,VISITOR_2,Visitor 2,VISITOR,RECOGNIZED,0.8668512
2025-04-11 09:21:45,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.7425236
2025-04-11 09:21:46,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.7531967
