Timestamp,Person ID,Name,Type,Action,Similarity
2025-04-11 08:03:38,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.7490289
2025-04-11 08:03:40,VISITOR_1,Visitor 1,VISITOR,POTENTIAL_MATCH,0.80888945
2025-04-11 08:03:49,VISITOR_2,Visitor 2,VISITOR,POTENTIAL_MATCH,0.67435086
